hidden_layers,filters,num_epochs,batch_size,learning_rate,momentum,loss_func,data_scaling,activation_func,kernel_size,time,train_loss,validation_loss,test_loss,train_acc,validation_acc,test_acc
2,64,10,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",6.797525882720947,0.08700959043829483,0.11541598666142795,0.14985069930532705,0.9748201370239258,0.9699346423149108,0.9510294795036316
2,64,10,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",6.8535940647125235,0.8415074357025915,0.8455564736540799,0.8996978173603531,0.7720732688903809,0.7751634120941162,0.7685030698776245
2,64,10,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",6.036439418792725,0.03888756303607618,0.08452903545838994,0.12038995332510093,0.9879006147384644,0.9816993474960328,0.9604896903038024
2,64,10,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",6.865501880645753,1.984519845056253,1.959025335623548,2.0195854289304838,0.2988881766796112,0.2836601436138153,0.2826933860778809
2,64,10,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",5.387917757034302,1.2984692206797528,1.357950702445959,1.3526409341019263,0.5398953557014465,0.4901960790157318,0.5025041699409485
2,64,10,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",7.09819221496582,1030416037792.9,1056076328429.9294,1033990109080.2894,0.09581425786018373,0.10849673300981523,0.09905397891998292
2,64,10,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",6.312037706375122,2.173566168628541,2.1670308315676023,2.1772679193323694,0.2694571614265442,0.2810457646846771,0.27434614300727844
2,64,10,200,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",5.1652350425720215,1742.0010641433587,1712.0889081967425,1735.3691156946688,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,50,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",31.897807359695435,0.07012709592724252,0.09618235583983216,0.1430171534385891,0.9793983101844788,0.9764705896377563,0.9526989459991456
2,64,50,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",20.83703589439392,0.0679718422940387,0.09845677969210287,0.13899366042649805,0.9823414087295532,0.9777777791023254,0.9560378193855286
2,64,50,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",32.110666990280144,0.0518085276080628,0.07953095270040768,0.12023013240917398,0.9839764833450316,0.9830065369606018,0.9610461592674256
2,64,50,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",21.819406747817997,0.051175850134725434,0.08657237115054349,0.1100699224726452,0.9856114983558656,0.9830065369606018,0.9643850922584534
2,64,50,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",32.664558172225945,0.007378444679512688,0.04062550163103475,0.08846527991427572,0.998691976070404,0.9921568632125854,0.9738453030586244
2,64,50,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",21.46727466583252,0.010025759316807851,0.05499971740775638,0.07730589191114212,0.9973838925361632,0.9908496737480164,0.9732888340950012
2,64,50,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",29.749491691589355,0.008560667696279188,0.03879792564883342,0.09122186141092753,0.9980379343032836,0.9921568632125854,0.9716193675994872
2,64,50,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",21.29426598548889,0.013823866994626349,0.056930383528564485,0.0938857542889884,0.997710943222046,0.9895424842834472,0.9705063700675964
2,64,50,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",30.60847949981689,0.03551983537531273,0.07702160610336492,0.1486104795182306,0.989535629749298,0.9777777791023254,0.9577072858810424
2,64,50,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",23.284428358078003,0.0040943390440666035,0.04445499735914804,0.06064694549076121,0.9996730089187622,0.9895424842834472,0.979966640472412
2,64,50,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",29.470059394836426,1.2010746813038735,1.2850701484804838,1.2663235481938324,0.6278613209724426,0.6130719184875488,0.6032276153564453
2,64,50,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",20.495711088180546,1.809120759455654,1.8088199732350367,1.819859384893376,0.4202092885971069,0.4235294163227081,0.3889816403388977
2,64,50,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",33.327020406723015,2063765414.676259,2024519410.2797387,2063446409.4735672,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,50,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",34.965330362319946,0.03553579632890885,0.0811071281096125,0.15862570193046951,0.989535629749298,0.9843137264251708,0.9526989459991456
2,64,50,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",41.63692450523377,3.0071125955398276e+25,2.9908469557478386e+25,2.9976386038206464e+25,0.09581425786018373,0.10849673300981523,0.09905397891998292
2,64,50,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",24.58906555175781,1.9500858499147755,1.9495548003639271,1.9713709265507784,0.3162197470664978,0.3045751750469208,0.2865887582302093
2,64,50,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",41.578940868377686,1.7499449602136488e+16,1.6882015088439408e+16,1.7387683331868356e+16,0.09581425786018373,0.10849673300981523,0.09905397891998292
2,64,50,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",23.04739809036255,15681293535402.11,15472381780449.885,15669692680906.578,0.09581425786018373,0.10849673300981523,0.09905397891998292
2,64,50,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",35.386098861694336,0.11796913495283645,0.1363046793035822,0.200165610816423,0.9702419638633728,0.9620915055274964,0.9371173977851868
2,64,50,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",24.095115184783936,0.09320149800214524,0.1230007598456604,0.15997239427395374,0.975474178791046,0.9699346423149108,0.9499165415763856
2,64,50,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",37.366007328033454,0.07268591142308875,0.0935403107014162,0.14998631923561567,0.9816873669624328,0.9751634001731871,0.9515859484672546
2,64,50,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",24.1054961681366,0.07921243473117534,0.10587506591056298,0.13036454072388995,0.97710919380188,0.9816993474960328,0.9538118839263916
2,64,50,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",33.575481176376336,0.0175987194030941,0.051030060420044106,0.08856844719505569,0.9957488775253296,0.9882352948188782,0.9721758365631104
2,64,50,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",24.76156854629517,0.014425331836004734,0.05098400891460235,0.09527254499376864,0.9960758686065674,0.9895424842834472,0.9721758365631104
2,64,50,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",34.70596647262573,0.020026962097400423,0.04809650724838956,0.10745642657853502,0.9950948357582092,0.9882352948188782,0.9688369631767272
2,64,50,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",23.06889343261719,0.015970775291099512,0.058367395517872823,0.0942536896275036,0.9964028596878052,0.9882352948188782,0.9693934321403505
2,64,50,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",35.065587759017944,0.01599372897578551,0.04883468566961538,0.0871346660200522,0.9950948357582092,0.9895424842834472,0.9710628986358644
2,64,50,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",22.518049478530887,0.0133561677536382,0.05248043225420748,0.0880201092967064,0.9970569014549256,0.9908496737480164,0.9699499011039734
2,64,50,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",32.651355743408196,1.0855797423967122,1.139660100687563,1.14897328247013,0.6553303003311157,0.6457516551017761,0.6444073319435121
2,64,50,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",23.143810510635376,0.0040579063376159005,0.10319708434087256,0.11524661040181285,0.9983649253845216,0.9882352948188782,0.9727323055267334
2,64,50,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",32.6223304271698,1.5532503890554603,1.5487293539483562,1.5834043939443982,0.6196860671043396,0.6052287817001343,0.5854201316833496
2,64,50,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",22.322414636611942,1.6945124789731345,1.6671367305556153,1.729721299793963,0.4002616107463837,0.4117647111415863,0.38564273715019226
2,64,50,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",31.829764127731323,1.558974150897164,1.5436436138901055,1.5971715919296146,0.5287770032882689,0.5477124452590942,0.5169727206230164
2,64,50,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",22.1459698677063,1.738221803079484,1.7536331818773856,1.746475046120157,0.3803139328956604,0.379084974527359,0.3617139756679535
2,64,50,200,0.9,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",33.15714406967163,9.560721923882205e+28,9.763334325655304e+28,9.618224016645577e+28,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,50,200,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",21.82567048072815,76613.84955444737,74227.76569648692,76293.7991922301,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",69.99195528030397,0.04032529576726019,0.07084374422195301,0.1075945158230434,0.9888816475868224,0.98562091588974,0.9677239656448364
2,64,100,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",45.73712491989136,0.03924172774853856,0.081874648832223,0.10734410959818858,0.98855459690094,0.9882352948188782,0.9632720947265624
2,64,100,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",69.85753488540651,0.02425615396776996,0.05408795998474352,0.1062422545557312,0.9937868118286132,0.9882352948188782,0.9660545587539672
2,64,100,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",46.10271096229553,0.02312779052401092,0.064607240551827,0.10703359015024763,0.9947678446769714,0.9895424842834472,0.9660545587539672
2,64,100,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",69.66584634780885,0.000999894099570966,0.038454872520117006,0.06786153308695725,1.0,0.9934640526771544,0.9805231094360352
2,64,100,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",47.43846201896668,0.032740834692311566,0.06689675985013738,0.10616349128868408,0.9901896715164183,0.9895424842834472,0.9638286232948304
2,64,100,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",67.50359201431274,0.002299387629372765,0.03922124765326385,0.09049927474359397,1.0,0.9921568632125854,0.9727323055267334
2,64,100,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",44.185445308685296,0.0038547184515654296,0.04843886978072084,0.05868122001062617,0.9990189671516418,0.9908496737480164,0.9794101119041444
2,64,100,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",69.20396375656128,0.0026817636610932485,0.0422216692647221,0.08860773368110826,0.9996730089187622,0.9934640526771544,0.9744017720222472
2,64,100,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",44.71528625488281,0.0036449874366010476,0.05765823934324621,0.07789010073103136,1.0,0.9908496737480164,0.9738453030586244
2,64,100,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",57.88839221000672,14.148936008455866,12.935861930348516,14.397401403704151,0.2740353047847748,0.2875817120075226,0.2832498550415039
2,64,100,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",35.3605523109436,0.6701766647802918,0.701096121548048,0.7663222766280772,0.7560496926307678,0.7385621070861816,0.7284362912178041
2,64,100,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",53.67111277580261,9200282.566383258,9139252.677124184,9155292.870061213,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",36.10368204116821,0.1045674136587028,0.12520969133166707,0.19236998697126084,0.9682798981666564,0.9581699371337892,0.9510294795036316
2,64,100,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",53.60313010215759,2.5151427399852484e+22,2.616236511920091e+22,2.5443831523271783e+22,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",37.15816879272461,0.06107370149005543,0.10339697133871464,0.17019097645713652,0.9790712594985962,0.9764705896377563,0.9465776085853576
2,64,100,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",54.365103960037224,87251518042639.73,83122636316811.2,86895847173407.77,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",36.235823631286614,5.359929502513488e+30,5.036899093800609e+30,5.330943906447588e+30,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",53.162383794784546,0.06569096778365348,0.08155891672263738,0.1335316094537211,0.9816873669624328,0.9843137264251708,0.9599332213401794
2,64,100,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",36.409081697463996,0.055058588577766986,0.08155670687069301,0.12951193996184254,0.9846304655075072,0.9869281053543092,0.9565943479537964
2,64,100,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",53.72939467430115,0.033714446049741546,0.06269008042960385,0.11631933069421505,0.9921517372131348,0.98562091588974,0.9627156257629396
2,64,100,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",36.03171133995056,0.03623555684456098,0.07781487514380536,0.09982350710458104,0.9911707043647766,0.9843137264251708,0.9621591567993164
2,64,100,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",54.09729933738709,0.0016000285557976163,0.04305357938218448,0.08561171586090736,1.0,0.9908496737480164,0.9771841764450072
2,64,100,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",45.8557813167572,0.0058666263281978645,0.04830542116127665,0.0772817153299645,0.9993459582328796,0.9895424842834472,0.9749582409858704
2,64,100,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",65.2140974998474,0.006587638799131571,0.04669021027272238,0.10151725036543513,0.9983649253845216,0.9908496737480164,0.9688369631767272
2,64,100,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",43.28888392448425,0.01905059303535286,0.05308665023520102,0.08039420492482348,0.995421826839447,0.9921568632125854,0.9716193675994872
2,64,100,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",64.34281516075134,0.002324048319936257,0.03726071440097359,0.08528770329693232,1.0,0.9934640526771544,0.9777407050132751
2,64,100,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",43.97882676124573,0.0046622313337797705,0.049660693109035495,0.07356103655839617,0.9996730089187622,0.9895424842834472,0.9760712385177612
2,64,100,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",64.39883685112,1.4884913019918786,1.5596983563666251,1.609300129335326,0.5644211769104004,0.5594771504402161,0.541458010673523
2,64,100,200,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",41.30925965309143,2.673492298787368,2.5952397785934753,2.7771579887579065,0.2822105884552002,0.2993464171886444,0.2910406291484833
2,64,100,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",62.79379439353943,1.4884535526434062,1.462550199733061,1.5071017835693488,0.593852162361145,0.615686297416687,0.5715080499649048
2,64,100,200,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",43.90740513801575,0.04320774183646965,0.084938173385617,0.18820739844122056,0.98495751619339,0.9790849685668944,0.9510294795036316
2,64,100,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",64.38744759559631,7.387173696019723e+19,7.248358588521338e+19,7.38517241128578e+19,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,200,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",43.554592609405525,0.02851883262003595,0.07223438569192403,0.09192747819131426,0.988227605819702,0.9830065369606018,0.9744017720222472
2,64,100,200,0.9,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",66.13029026985167,1.9917305874809182e+33,1.9046975905456383e+33,1.9858178197301792e+33,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,64,100,200,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",42.22020316123962,6871038.316546762,6753451.6052287575,6889070.949360045,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,32,10,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",8.564926147460938,0.3202098880506482,0.3282858852662292,0.3990800135919765,0.914323091506958,0.9032679796218872,0.8842515349388123
2,32,10,128,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",7.027156352996826,0.380801826033271,0.38609769270311,0.4459223003107505,0.909744918346405,0.8941176533699036,0.8803561329841614
2,32,10,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",9.173283338546751,0.2560362043608397,0.2510321988973742,0.3465483219310451,0.9290385842323304,0.929411768913269,0.8937117457389832
2,32,10,128,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",6.9207603931427,0.2877887719553853,0.2970391591779547,0.3599257769771065,0.9280575513839722,0.9215686321258544,0.8987200856208801
2,32,10,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",8.873224496841429,0.06317157311726818,0.08359327514966329,0.12332947479336046,0.9833224415779114,0.9803921580314636,0.9616026878356934
2,32,10,128,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",7.060295104980469,0.06315920670547852,0.09773052666652826,0.13707026871181424,0.9823414087295532,0.9764705896377563,0.9582637548446656
2,32,10,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",8.598829030990599,0.08943321109012968,0.0975681450851018,0.16806525914501202,0.9761281609535216,0.9738562107086182,0.9499165415763856
2,32,10,128,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",7.172009706497192,0.08798125993638277,0.10316937022349414,0.15256533756827273,0.974493145942688,0.9751634001731871,0.9521424770355223
2,32,10,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",8.253450870513916,0.07887111167119483,0.08717967830841837,0.13445280678466615,0.97710919380188,0.9803921580314636,0.9599332213401794
2,32,10,128,0.5,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",6.620821952819824,0.07571197389591512,0.08834967492452632,0.13150758381661404,0.97710919380188,0.9830065369606018,0.9577072858810424
2,32,10,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",7.781069278717041,1.9320666179538477,1.7338481153538023,2.1223851577003066,0.5412033796310425,0.5503268241882324,0.5281023979187012
2,32,10,128,0.5,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",6.394867420196532,0.8250760822377227,0.8699434842159546,0.8977836214573965,0.7625899314880371,0.7281045913696289,0.72676682472229
2,32,10,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",8.471802949905397,2.7452217799686305,2.7128593572604114,2.790495875615442,0.19064748287200928,0.1764705926179886,0.18753477931022644
2,32,10,128,0.9,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",7.4799604415893555,0.14936985014075935,0.18394932467368694,0.2321592740295792,0.9620667099952698,0.9477124214172364,0.9265442490577698
2,32,10,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",8.80235481262207,96714161.559189,94781873.73594771,96602317.03951031,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,32,10,128,0.9,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",7.7049827575683585,0.16284504961137136,0.1826737946106328,0.246743059786048,0.9532374143600464,0.945098042488098,0.9259877800941468
2,32,10,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",8.128006219863893,26769032394.924786,27299101675.92157,27108189440.99722,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,32,10,128,0.9,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",6.506811857223512,38865.60332273954,37126.44841707516,38500.34721660667,0.09548724442720412,0.11503268033266068,0.09682804346084596
2,32,10,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",8.685685873031616,0.6254395812535457,0.6249445434878854,0.69426915741126,0.8449967503547668,0.8274509906768799,0.8057874441146851
2,32,10,200,0.1,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",6.596362352371216,0.9395790085284206,0.9395370433533112,0.9857256624787532,0.8283191919326782,0.8287581801414491,0.8007791042327881
2,32,10,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",8.615237951278688,0.3864931636888892,0.38205488725425374,0.4703219691514306,0.8973184823989868,0.8823529481887817,0.8653311133384705
2,32,10,200,0.1,0.5,categorical_crossentropy,Normalize,relu,"(4, 4)",6.948902130126952,0.4710340668673294,0.483699537102693,0.547440390223321,0.9022236466407776,0.8915032744407654,0.8653311133384705
2,32,10,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(3, 3)",8.529693841934204,0.09919111464754908,0.11459270171285454,0.1673789677615954,0.9702419638633728,0.9633986949920654,0.9460211396217346
2,32,10,200,0.1,0.9,categorical_crossentropy,Normalize,relu,"(4, 4)",6.649237871170044,0.08183181856955632,0.12632240100818526,0.13439840682443804,0.9761281609535216,0.9699346423149108,0.9476906061172484
2,32,10,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(3, 3)",8.580338478088379,0.1266710472368118,0.13769884610585134,0.20387145652786587,0.9663178324699402,0.9607843160629272,0.9343349933624268
2,32,10,200,0.5,0.3,categorical_crossentropy,Normalize,relu,"(4, 4)",6.735203504562378,0.13103525262104287,0.15908469557762145,0.19599478933742528,0.961739718914032,0.9516339898109436,0.9387868642807008
2,32,10,200,0.5,0.5,categorical_crossentropy,Normalize,relu,"(3, 3)",7.783851861953735,0.2320056863280197,0.2380333767607321,0.31841294037081763,0.9267495274543762,0.9228758215904236,0.9070673584938048
