hidden_layers,hiden_units,num_epochs,batch_size,learning_rate,momentum,loss_func,data_scaling,activation_func,time,train_loss,validation_loss,test_loss,train_acc,validation_acc,test_acc
1,50,50,128,0.5,0.5,categorical_crossentropy,Normalize,tanh,5.82506799697876,0.07434858942125419,0.09954539844218423,0.16337192493439567,0.9820144176483154,0.9790849685668945,0.9465776085853577
1,50,50,128,0.5,0.9,categorical_crossentropy,Standardize,tanh,3.9473259449005127,0.012518025885967744,0.06722485821365434,0.20994975794904916,0.9967299103736877,0.9816993474960327,0.9549248814582825
1,50,50,128,0.5,0.9,categorical_crossentropy,Normalize,tanh,5.584681510925293,0.020503251269420743,0.07041959254972004,0.16522958203458316,0.995421826839447,0.98562091588974,0.9565943479537964
1,50,50,128,0.9,0.3,categorical_crossentropy,Standardize,tanh,4.243861675262451,0.004452967267066845,0.059484859100646444,0.13499327598558272,1.0,0.9816993474960327,0.9577072858810425
1,50,50,128,0.9,0.3,categorical_crossentropy,Normalize,tanh,5.927554607391357,0.06412927402905813,0.09139105957610155,0.16265106274454574,0.9843034744262695,0.9816993474960327,0.9476906061172485
1,50,50,128,0.9,0.5,categorical_crossentropy,Standardize,tanh,4.1160924434661865,0.006989570925386222,0.0685440795483932,0.1376530778971418,1.0,0.9816993474960327,0.9599332213401794
1,50,50,128,0.9,0.5,categorical_crossentropy,Normalize,tanh,5.485641241073608,0.06863532424889178,0.0961502557851715,0.17472809170303855,0.9807063341140747,0.9803921580314636,0.9432387351989746
1,50,50,128,0.9,0.9,categorical_crossentropy,Standardize,tanh,4.216156721115112,0.0003515377409092715,0.14047923046438132,0.21134584218037253,1.0,0.9725490212440491,0.9582637548446655
1,50,50,128,0.9,0.9,categorical_crossentropy,Normalize,tanh,5.589326858520508,0.01796961940844477,0.07553903469450626,0.17052999672340774,0.9957488775253296,0.9882352948188782,0.9588202834129333
1,50,50,200,0.1,0.3,categorical_crossentropy,Standardize,tanh,5.353717803955078,0.05063486027612337,0.10046003315281245,0.16169027416901036,0.9905166625976562,0.9725490212440491,0.9526989459991455
1,50,50,200,0.1,0.3,categorical_crossentropy,Normalize,tanh,6.329592704772949,0.26471940437276975,0.28119782519106773,0.32687415914795565,0.9476782083511353,0.9503268003463745,0.9187535047531128
1,50,50,200,0.1,0.5,categorical_crossentropy,Standardize,tanh,4.537355184555054,0.06124965232560025,0.1032533458732312,0.15305425026741667,0.9869195818901062,0.9764705896377563,0.9526989459991455
1,50,50,200,0.1,0.5,categorical_crossentropy,Normalize,tanh,7.145251512527466,0.22073169798146206,0.23905830940389944,0.28688083807162995,0.9516023397445679,0.95686274766922,0.9237618446350098
1,50,50,200,0.1,0.9,categorical_crossentropy,Standardize,tanh,3.8912036418914795,0.005683808275324854,0.06807891408626746,0.13730085003328055,1.0,0.9803921580314636,0.9599332213401794
1,50,50,200,0.1,0.9,categorical_crossentropy,Normalize,tanh,5.541865110397339,0.09385532117342153,0.11352989682866857,0.17502424779929052,0.9758011698722839,0.9790849685668945,0.9488035440444946
1,50,50,200,0.5,0.3,categorical_crossentropy,Standardize,tanh,3.554278612136841,0.08485717026722672,0.11457299925630389,0.16854906469608388,0.9813603758811951,0.9764705896377563,0.9488035440444946
1,50,50,200,0.5,0.3,categorical_crossentropy,Normalize,tanh,5.913851022720337,0.1045572402003234,0.1264657934263251,0.1826683624513327,0.9728580713272095,0.9751634001731873,0.9432387351989746
1,50,50,200,0.5,0.5,categorical_crossentropy,Standardize,tanh,4.031532049179077,0.053353698255385815,0.08502879230902086,0.13802219736382043,0.9898626804351807,0.9816993474960327,0.9599332213401794
1,50,50,200,0.5,0.5,categorical_crossentropy,Normalize,tanh,5.700184345245361,0.08771595605414548,0.1119754054334039,0.1733988078956844,0.9767822027206421,0.9777777791023254,0.9454646706581116
1,50,50,200,0.5,0.9,categorical_crossentropy,Standardize,tanh,4.778822898864746,0.0037204766209907904,0.05684162915130359,0.15462716810156518,1.0,0.9895424842834473,0.9582637548446655
1,50,50,200,0.5,0.9,categorical_crossentropy,Normalize,tanh,5.138273477554321,0.06432923513292253,0.08517953306680022,0.15890385166461526,0.9807063341140747,0.9843137264251709,0.9465776085853577
1,50,50,200,0.9,0.3,categorical_crossentropy,Standardize,tanh,4.2358644008636475,0.009227870122948022,0.05687314925922288,0.13273413380993812,1.0,0.9830065369606018,0.9627156257629395
1,50,50,200,0.9,0.3,categorical_crossentropy,Normalize,tanh,5.425565481185913,0.07692435314602288,0.09742944792302605,0.1659083159647687,0.9813603758811951,0.9816993474960327,0.9426822662353516
1,50,50,200,0.9,0.5,categorical_crossentropy,Standardize,tanh,4.248735189437866,0.004035471613592596,0.080633229959537,0.1281093610417748,1.0,0.9830065369606018,0.9654980301856995
1,50,50,200,0.9,0.5,categorical_crossentropy,Normalize,tanh,5.594621896743774,0.06715758117567565,0.09546664694652837,0.15975298780251376,0.9843034744262695,0.9816993474960327,0.9526989459991455
1,50,50,200,0.9,0.9,categorical_crossentropy,Standardize,tanh,4.799402475357056,0.0042484320856708765,0.14094742456012788,0.22436661018903203,0.9996730089187622,0.9738562107086182,0.9493600726127625
1,50,50,200,0.9,0.9,categorical_crossentropy,Normalize,tanh,5.02152419090271,0.03594919625594189,0.0839851886606197,0.17563006466821574,0.9901896715164185,0.9869281053543091,0.9526989459991455
1,50,50,300,0.1,0.3,categorical_crossentropy,Standardize,tanh,8.904128313064575,0.07357245071153379,0.11772208736807692,0.15453725980577132,0.9856114983558655,0.97124183177948,0.9510294795036316
1,50,50,300,0.1,0.3,categorical_crossentropy,Normalize,tanh,6.697910785675049,0.3928948979583576,0.4177637603937411,0.457106561364236,0.9368868470191956,0.9333333373069763,0.9070673584938049
1,50,50,300,0.1,0.5,categorical_crossentropy,Standardize,tanh,10.532523155212402,0.06721024346300945,0.12165705800251243,0.1619301684891093,0.9879006147384644,0.9699346423149109,0.9504730105400085
1,50,50,300,0.1,0.5,categorical_crossentropy,Normalize,tanh,6.454610586166382,0.3116328177731204,0.3393271820023169,0.3787587936480442,0.9434270858764648,0.9490196108818054,0.913188636302948
1,50,50,300,0.1,0.9,categorical_crossentropy,Standardize,tanh,5.528378248214722,0.008726475628773865,0.06402894819727521,0.13820585614539585,1.0,0.9816993474960327,0.9582637548446655
1,50,50,300,0.1,0.9,categorical_crossentropy,Normalize,tanh,5.75986647605896,0.11819922306164952,0.13976225285163893,0.1983105394373553,0.9702419638633728,0.9725490212440491,0.9426822662353516
1,50,50,300,0.5,0.3,categorical_crossentropy,Standardize,tanh,4.439924955368042,0.03550497956812733,0.08866285173575474,0.14032846241015537,0.995421826839447,0.9803921580314636,0.9554813504219055
1,50,50,300,0.5,0.3,categorical_crossentropy,Normalize,tanh,5.474641799926758,0.1250714565547484,0.14767198517821192,0.20106421056958657,0.9695879817008972,0.97124183177948,0.9415692687034607
1,50,50,300,0.5,0.5,categorical_crossentropy,Standardize,tanh,3.6191155910491943,0.029657304956973028,0.08926295618118804,0.14886125884933318,0.9967299103736877,0.9777777791023254,0.9565943479537964
1,50,50,300,0.5,0.5,categorical_crossentropy,Normalize,tanh,5.557092905044556,0.1070622169772654,0.12775820717215539,0.18200455271599023,0.9728580713272095,0.9764705896377563,0.9471341371536255
1,50,50,300,0.5,0.9,categorical_crossentropy,Standardize,tanh,4.539157867431641,0.0013188921154809884,0.07429266838642945,0.17391204326873005,1.0,0.9764705896377563,0.9582637548446655
1,50,50,300,0.5,0.9,categorical_crossentropy,Normalize,tanh,4.903842210769653,0.056445971611300036,0.08838020129238858,0.16156853068387783,0.9823414087295532,0.9830065369606018,0.9521424770355225
1,50,50,300,0.9,0.3,categorical_crossentropy,Standardize,tanh,4.3507397174835205,0.016084730443639096,0.08550789322631032,0.16103255246944972,0.9990189671516418,0.9803921580314636,0.9526989459991455
1,50,50,300,0.9,0.3,categorical_crossentropy,Normalize,tanh,5.46327543258667,0.11781661608119351,0.1348035653091334,0.19526229791123467,0.969914972782135,0.9751634001731873,0.9387868642807007
1,50,50,300,0.9,0.5,categorical_crossentropy,Standardize,tanh,4.284910202026367,0.003838545647361471,0.06286608887458939,0.16238255033951174,1.0,0.9803921580314636,0.9582637548446655
1,50,50,300,0.9,0.5,categorical_crossentropy,Normalize,tanh,5.000840902328491,0.0849632368251886,0.10662029591309868,0.1690187351938812,0.9758011698722839,0.9790849685668945,0.9482470750808716
1,50,50,300,0.9,0.9,categorical_crossentropy,Standardize,tanh,4.324259519577026,0.0010474472502496233,0.10411275780692794,0.25121078038820316,1.0,0.9738562107086182,0.9454646706581116
1,50,50,300,0.9,0.9,categorical_crossentropy,Normalize,tanh,4.610660552978516,0.04028224413806391,0.07593000892525405,0.16056348082210928,0.9895356297492981,0.9882352948188782,0.9510294795036316
1,50,100,128,0.1,0.3,categorical_crossentropy,Standardize,tanh,9.014179706573486,0.05000780489687985,0.09981274604797363,0.14900416659598606,0.9908437132835388,0.9777777791023254,0.9504730105400085
1,50,100,128,0.1,0.3,categorical_crossentropy,Normalize,tanh,10.613981008529663,0.13650318502678133,0.15654282242644066,0.20596390973380624,0.9669718742370605,0.9738562107086182,0.9449082016944885
1,50,100,128,0.1,0.5,categorical_crossentropy,Standardize,tanh,8.320335626602173,0.027617293023221082,0.07979878867714624,0.13410944929766236,0.9973838925361633,0.9777777791023254,0.9599332213401794
1,50,100,128,0.1,0.5,categorical_crossentropy,Normalize,tanh,9.531482934951782,0.14294310508599228,0.165104384311274,0.2115632061808721,0.9666448831558228,0.9738562107086182,0.9387868642807007
1,50,100,128,0.1,0.9,categorical_crossentropy,Standardize,tanh,8.779173612594604,0.006643963941452724,0.06367476773904819,0.14181123986536676,1.0,0.9830065369606018,0.9593767523765564
1,50,100,128,0.1,0.9,categorical_crossentropy,Normalize,tanh,8.488281726837158,0.05273820212302136,0.09021089960839235,0.15712851706921274,0.9856114983558655,0.9843137264251709,0.9521424770355225
1,50,100,128,0.5,0.3,categorical_crossentropy,Standardize,tanh,8.413072347640991,0.03279113121930098,0.07825748253053699,0.12912149874376352,0.9960758686065674,0.9816993474960327,0.9549248814582825
1,50,100,128,0.5,0.3,categorical_crossentropy,Normalize,tanh,8.921115159988403,0.05813238862353731,0.09030707425687438,0.1634948346261132,0.9856114983558655,0.9830065369606018,0.9504730105400085
1,50,100,128,0.5,0.5,categorical_crossentropy,Standardize,tanh,8.124616146087646,0.0014464530317682925,0.08573626514579005,0.15419886767322058,1.0,0.9790849685668945,0.9593767523765564
1,50,100,128,0.5,0.5,categorical_crossentropy,Normalize,tanh,8.507542133331299,0.05537777921541833,0.08677038556463967,0.15307462385673704,0.985938549041748,0.9843137264251709,0.9510294795036316
1,50,100,128,0.5,0.9,categorical_crossentropy,Standardize,tanh,7.037878036499023,0.002477928087300456,0.06724209280599372,0.17233616061268536,1.0,0.9816993474960327,0.9582637548446655
1,50,100,128,0.5,0.9,categorical_crossentropy,Normalize,tanh,8.148743629455566,0.017966605714376725,0.06916477687632532,0.17624255165536243,0.9950948357582092,0.9882352948188782,0.9571508169174194
1,50,100,128,0.9,0.3,categorical_crossentropy,Standardize,tanh,8.847320079803467,0.0011668478103264426,0.06085244164516041,0.14374550388229854,1.0,0.9816993474960327,0.9627156257629395
1,50,100,128,0.9,0.3,categorical_crossentropy,Normalize,tanh,8.350938081741333,0.05756347633269661,0.09053515352406144,0.15914915685537265,0.9849575161933899,0.9830065369606018,0.9515859484672546
1,50,100,128,0.9,0.5,categorical_crossentropy,Standardize,tanh,7.60143518447876,0.003970864104342137,0.07275713279210275,0.1429625656690918,1.0,0.9816993474960327,0.9604896903038025
1,50,100,128,0.9,0.5,categorical_crossentropy,Normalize,tanh,7.961432933807373,0.05640201952778646,0.08775227637048445,0.16319312882735604,0.9856114983558655,0.9803921580314636,0.9510294795036316
1,50,100,128,0.9,0.9,categorical_crossentropy,Standardize,tanh,7.667940139770508,0.0011698667838940479,0.07972485745977001,0.20577956454903418,1.0,0.9843137264251709,0.9571508169174194
1,50,100,128,0.9,0.9,categorical_crossentropy,Normalize,tanh,8.034919261932373,0.017654834788151334,0.0799933991474069,0.1949061992763229,0.9957488775253296,0.9869281053543091,0.9521424770355225
1,50,100,200,0.1,0.3,categorical_crossentropy,Standardize,tanh,7.8109049797058105,0.04067529372729609,0.09204742896790598,0.14528247783412462,0.9937868118286133,0.9751634001731873,0.9521424770355225
1,50,100,200,0.1,0.3,categorical_crossentropy,Normalize,tanh,10.268078088760376,0.17062867242304464,0.19441816220486086,0.2452024210308682,0.9601046442985535,0.9581699371337891,0.9326655268669128
1,50,100,200,0.1,0.5,categorical_crossentropy,Standardize,tanh,8.05470585823059,0.02069387999360198,0.07699810184440971,0.1411186280676786,0.998691976070404,0.9803921580314636,0.9571508169174194
1,50,100,200,0.1,0.5,categorical_crossentropy,Normalize,tanh,9.129312992095947,0.14011182387020168,0.15735907350100722,0.21179738406114731,0.9663178324699402,0.9686274528503418,0.9387868642807007
1,50,100,200,0.1,0.9,categorical_crossentropy,Standardize,tanh,5.766908168792725,0.02072490573762639,0.08056583766843758,0.13275418403020992,0.9973838925361633,0.9803921580314636,0.9565943479537964
1,50,100,200,0.1,0.9,categorical_crossentropy,Normalize,tanh,7.942502498626709,0.0765114835883138,0.10303970167742056,0.1711905438755626,0.9790712594985962,0.9816993474960327,0.9460211396217346
1,50,100,200,0.5,0.3,categorical_crossentropy,Standardize,tanh,7.140666246414185,0.019835486742524715,0.07730561639943154,0.14841650812832238,0.998691976070404,0.9790849685668945,0.9515859484672546
1,50,100,200,0.5,0.3,categorical_crossentropy,Normalize,tanh,7.851618051528931,0.08915755301811401,0.11096189668755126,0.1739202806882614,0.9758011698722839,0.9816993474960327,0.9488035440444946
1,50,100,200,0.5,0.5,categorical_crossentropy,Standardize,tanh,6.32594895362854,0.0061691334523489615,0.06318378732631019,0.13650961717934268,1.0,0.9830065369606018,0.9593767523765564
1,50,100,200,0.5,0.5,categorical_crossentropy,Normalize,tanh,7.948180675506592,0.06045055605758632,0.0908087505526792,0.15732825522061747,0.9856114983558655,0.9843137264251709,0.9488035440444946
1,50,100,200,0.5,0.9,categorical_crossentropy,Standardize,tanh,5.9057722091674805,0.006707337012476708,0.10920290202145873,0.1818607783813949,1.0,0.97124183177948,0.9521424770355225
1,50,100,200,0.5,0.9,categorical_crossentropy,Normalize,tanh,6.8880839347839355,0.04019978953960326,0.0766722480504731,0.15745276151822013,0.9895356297492981,0.98562091588974,0.9526989459991455
1,50,100,200,0.9,0.3,categorical_crossentropy,Standardize,tanh,6.605201244354248,0.02168633736928278,0.07009824530945884,0.13572649011572666,0.9973838925361633,0.9803921580314636,0.9554813504219055
1,50,100,200,0.9,0.3,categorical_crossentropy,Normalize,tanh,9.038856983184814,0.06262825522510891,0.09360303771408165,0.15898838811012428,0.9862655401229858,0.9803921580314636,0.9476906061172485
1,50,100,200,0.9,0.5,categorical_crossentropy,Standardize,tanh,6.6686692237854,0.001436208940505192,0.060900490964744605,0.13049142420255283,1.0,0.9816993474960327,0.9643850922584534
1,50,100,200,0.9,0.5,categorical_crossentropy,Normalize,tanh,8.390967607498169,0.056756366984742075,0.09160606716242102,0.14875559184262835,0.9865925312042236,0.9830065369606018,0.9510294795036316
